task,trajectory_id,state_index,robot,object_1,object_2,object_3,object_4,object_5,object_6,object_7,object_8,object_9,object_10,object_11,object_12,object_13,object_14,object_15,object_16,object_17,object_18,object_19,object_20,actions
"navigate to (x=0.04,y=0.96,yaw=121.8)",7260,2,"(x=0.61,y=-0.19,yaw=70.2)",,"circle,0,[0.309],(x=-0.96,y=-1.33,yaw=-172.0)","rect,0,[0.528, 0.875],(x=-0.19,y=-0.91,yaw=87.2)",,"rect,1,[0.931, 0.384],(x=0.99,y=0.02,yaw=95.7)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.04,y=0.96,yaw=121.8)}"
"navigate to (x=-0.61,y=-1.04,yaw=148.2)",7261,0,"(x=0.03,y=2.07,yaw=-101.5)",,"rect,0,[0.542, 0.815],(x=0.18,y=0.90,yaw=-86.0)","circle,0,[0.294],(x=0.94,y=1.33,yaw=7.5)","circle,0,[0.342],(x=1.03,y=-0.90,yaw=29.0)","rect,1,[0.939, 0.381],(x=-0.94,y=1.31,yaw=4.4)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.960,y=1.930,yaw=-98.900)}"
"navigate to (x=-0.61,y=-1.04,yaw=148.2)",7261,1,"(x=-0.96,y=1.93,yaw=-98.9)",,"rect,0,[0.542, 0.815],(x=0.18,y=0.90,yaw=-86.0)","circle,0,[0.294],(x=0.94,y=1.33,yaw=7.5)","circle,0,[0.342],(x=1.03,y=-0.90,yaw=29.0)","rect,1,[0.939, 0.381],(x=-0.94,y=1.31,yaw=3.4)",,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:5, goal:(x=-1.02,y=-0.03,yaw=-85.3)}"
"navigate to (x=-0.61,y=-1.04,yaw=148.2)",7261,2,"(x=-0.61,y=0.17,yaw=-99.4)",,"rect,0,[0.542, 0.815],(x=0.18,y=0.90,yaw=-86.0)","circle,0,[0.294],(x=0.94,y=1.33,yaw=7.5)","circle,0,[0.342],(x=1.03,y=-0.90,yaw=29.0)","rect,1,[0.939, 0.381],(x=-1.02,y=-0.03,yaw=-85.3)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.61,y=-1.04,yaw=148.2)}"
"navigate to (x=0.50,y=0.17,yaw=122.6)",7262,0,"(x=0.01,y=-2.06,yaw=83.6)","rect,1,[0.976, 0.4],(x=-0.93,y=-1.32,yaw=174.9)",,"circle,0,[0.285],(x=0.95,y=-1.32,yaw=-7.5)","rect,0,[0.563, 0.813],(x=0.19,y=-0.93,yaw=88.9)",,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.960,y=-1.940,yaw=84.500)}"
"navigate to (x=0.50,y=0.17,yaw=122.6)",7262,1,"(x=-0.96,y=-1.94,yaw=84.5)","rect,1,[0.976, 0.4],(x=-0.93,y=-1.32,yaw=173.9)",,"circle,0,[0.285],(x=0.95,y=-1.32,yaw=-7.5)","rect,0,[0.563, 0.813],(x=0.19,y=-0.93,yaw=88.9)",,,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:1, goal:(x=-1.01,y=0.02,yaw=-95.4)}"
"navigate to (x=0.50,y=0.17,yaw=122.6)",7262,2,"(x=-0.62,y=-0.19,yaw=80.0)","rect,1,[0.976, 0.4],(x=-1.01,y=0.02,yaw=-95.4)",,"circle,0,[0.285],(x=0.95,y=-1.32,yaw=-7.5)","rect,0,[0.563, 0.813],(x=0.19,y=-0.93,yaw=88.9)",,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.50,y=0.17,yaw=122.6)}"
"navigate to (x=0.63,y=1.09,yaw=-31.5)",7263,0,"(x=0.00,y=-2.09,yaw=104.2)","circle,0,[0.302],(x=-0.94,y=-1.34,yaw=8.9)","rect,0,[0.56, 0.887],(x=-0.21,y=-0.94,yaw=-90.9)",,"rect,1,[0.976, 0.402],(x=0.92,y=-1.31,yaw=177.3)",,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.980,y=-1.950,yaw=107.100)}"
"navigate to (x=0.63,y=1.09,yaw=-31.5)",7263,1,"(x=0.98,y=-1.95,yaw=107.1)","circle,0,[0.302],(x=-0.94,y=-1.34,yaw=8.9)","rect,0,[0.56, 0.887],(x=-0.21,y=-0.94,yaw=-90.9)",,"rect,1,[0.976, 0.402],(x=0.92,y=-1.31,yaw=177.3)",,,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:4, goal:(x=1.00,y=0.03,yaw=87.6)}"
"navigate to (x=0.63,y=1.09,yaw=-31.5)",7263,2,"(x=0.62,y=-0.19,yaw=103.0)","circle,0,[0.302],(x=-0.94,y=-1.34,yaw=8.9)","rect,0,[0.56, 0.887],(x=-0.21,y=-0.94,yaw=-90.9)",,"rect,1,[0.976, 0.402],(x=1.00,y=0.03,yaw=87.6)",,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.63,y=1.09,yaw=-31.5)}"
"navigate to (x=0.02,y=1.00,yaw=81.4)",7264,0,"(x=-0.01,y=-2.07,yaw=76.0)",,"rect,1,[0.975, 0.404],(x=0.94,y=-1.32,yaw=-176.4)","rect,0,[0.563, 0.815],(x=-0.21,y=-0.92,yaw=-88.2)",,"circle,0,[0.295],(x=-0.96,y=-1.31,yaw=9.4)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.970,y=-1.940,yaw=79.600)}"
"navigate to (x=0.02,y=1.00,yaw=81.4)",7264,1,"(x=0.97,y=-1.94,yaw=79.6)",,"rect,1,[0.975, 0.404],(x=0.94,y=-1.33,yaw=-176.4)","rect,0,[0.563, 0.815],(x=-0.21,y=-0.92,yaw=-88.2)",,"circle,0,[0.295],(x=-0.96,y=-1.31,yaw=9.4)",,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:2, goal:(x=1.02,y=0.02,yaw=93.9)}"
"navigate to (x=0.02,y=1.00,yaw=81.4)",7264,2,"(x=0.62,y=-0.19,yaw=77.4)",,"rect,1,[0.975, 0.404],(x=1.02,y=0.02,yaw=93.9)","rect,0,[0.563, 0.815],(x=-0.21,y=-0.92,yaw=-88.2)",,"circle,0,[0.295],(x=-0.96,y=-1.31,yaw=9.4)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.02,y=1.00,yaw=81.4)}"
"navigate to (x=0.70,y=-1.06,yaw=-133.5)",7265,0,"(x=-0.01,y=2.08,yaw=-93.2)",,"rect,1,[0.963, 0.388],(x=-0.94,y=1.34,yaw=-2.8)",,"rect,0,[0.534, 0.87],(x=0.19,y=0.92,yaw=-91.9)","circle,0,[0.295],(x=0.94,y=1.31,yaw=-179.0)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.980,y=1.940,yaw=-95.500)}"
"navigate to (x=0.70,y=-1.06,yaw=-133.5)",7265,1,"(x=-0.98,y=1.94,yaw=-95.5)",,"rect,1,[0.963, 0.388],(x=-0.94,y=1.34,yaw=-2.0)",,"rect,0,[0.534, 0.87],(x=0.19,y=0.92,yaw=-91.9)","circle,0,[0.295],(x=0.94,y=1.31,yaw=-179.0)",,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:2, goal:(x=-1.02,y=-0.00,yaw=-92.5)}"
"navigate to (x=0.70,y=-1.06,yaw=-133.5)",7265,2,"(x=-0.66,y=0.19,yaw=-96.1)",,"rect,1,[0.963, 0.388],(x=-1.02,y=-0.00,yaw=-92.5)",,"rect,0,[0.534, 0.87],(x=0.19,y=0.92,yaw=-91.9)","circle,0,[0.295],(x=0.94,y=1.31,yaw=-179.0)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.70,y=-1.06,yaw=-133.5)}"
"navigate to (x=0.15,y=-0.71,yaw=-16.2)",7266,0,"(x=0.00,y=2.10,yaw=-94.2)","rect,1,[0.967, 0.392],(x=0.93,y=1.31,yaw=-179.9)",,,"rect,0,[0.527, 0.871],(x=-0.20,y=0.92,yaw=-85.1)","circle,0,[0.296],(x=-0.95,y=1.35,yaw=170.6)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.990,y=1.960,yaw=-90.500)}"
"navigate to (x=0.15,y=-0.71,yaw=-16.2)",7266,1,"(x=0.99,y=1.96,yaw=-90.5)","rect,1,[0.967, 0.392],(x=0.93,y=1.31,yaw=-179.5)",,,"rect,0,[0.527, 0.871],(x=-0.20,y=0.92,yaw=-85.1)","circle,0,[0.296],(x=-0.95,y=1.35,yaw=170.6)",,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:1, goal:(x=1.01,y=-0.03,yaw=-90.2)}"
"navigate to (x=0.15,y=-0.71,yaw=-16.2)",7266,2,"(x=0.65,y=0.21,yaw=-94.6)","rect,1,[0.967, 0.392],(x=1.01,y=-0.03,yaw=-90.2)",,,"rect,0,[0.527, 0.871],(x=-0.20,y=0.92,yaw=-85.1)","circle,0,[0.296],(x=-0.95,y=1.35,yaw=170.6)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.15,y=-0.71,yaw=-16.2)}"
"navigate to (x=0.44,y=0.96,yaw=-18.7)",7267,0,"(x=-0.02,y=-2.09,yaw=80.8)",,"rect,0,[0.527, 0.812],(x=-0.18,y=-0.90,yaw=88.2)","circle,0,[0.306],(x=-0.94,y=-1.32,yaw=-170.3)",,"rect,1,[0.971, 0.399],(x=0.94,y=-1.31,yaw=177.2)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.950,y=-1.950,yaw=82.900)}"
"navigate to (x=0.44,y=0.96,yaw=-18.7)",7267,1,"(x=0.95,y=-1.95,yaw=82.9)",,"rect,0,[0.527, 0.812],(x=-0.18,y=-0.90,yaw=88.2)","circle,0,[0.306],(x=-0.94,y=-1.32,yaw=-170.3)",,"rect,1,[0.971, 0.399],(x=0.94,y=-1.31,yaw=177.3)",,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:5, goal:(x=1.02,y=0.03,yaw=87.5)}"
"navigate to (x=0.44,y=0.96,yaw=-18.7)",7267,2,"(x=0.62,y=-0.19,yaw=85.2)",,"rect,0,[0.527, 0.812],(x=-0.18,y=-0.90,yaw=88.2)","circle,0,[0.306],(x=-0.94,y=-1.32,yaw=-170.3)",,"rect,1,[0.971, 0.399],(x=1.02,y=0.03,yaw=87.5)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.44,y=0.96,yaw=-18.7)}"
"navigate to (x=-0.74,y=-1.19,yaw=-8.9)",7268,0,"(x=-0.00,y=2.07,yaw=-94.9)","circle,0,[0.291],(x=0.98,y=1.32,yaw=5.9)",,,"rect,0,[0.564, 0.891],(x=0.19,y=0.92,yaw=87.9)","rect,1,[0.928, 0.388],(x=-0.92,y=1.33,yaw=-175.8)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.970,y=1.940,yaw=-97.300)}"
"navigate to (x=-0.74,y=-1.19,yaw=-8.9)",7268,1,"(x=-0.97,y=1.94,yaw=-97.3)","circle,0,[0.291],(x=0.98,y=1.32,yaw=5.9)",,,"rect,0,[0.564, 0.891],(x=0.19,y=0.92,yaw=87.9)","rect,1,[0.928, 0.388],(x=-0.92,y=1.33,yaw=-174.8)",,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:5, goal:(x=-1.00,y=-0.01,yaw=94.5)}"
"navigate to (x=-0.74,y=-1.19,yaw=-8.9)",7268,2,"(x=-0.63,y=0.19,yaw=-96.5)","circle,0,[0.291],(x=0.98,y=1.32,yaw=5.9)",,,"rect,0,[0.564, 0.891],(x=0.19,y=0.92,yaw=87.9)","rect,1,[0.928, 0.388],(x=-1.00,y=-0.01,yaw=94.5)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.74,y=-1.19,yaw=-8.9)}"
"navigate to (x=0.40,y=0.91,yaw=39.6)",7269,0,"(x=-0.01,y=-2.07,yaw=71.7)",,,"rect,0,[0.543, 0.886],(x=-0.21,y=-0.93,yaw=-86.3)","rect,1,[0.978, 0.387],(x=0.91,y=-1.33,yaw=-1.6)",,"circle,0,[0.305],(x=-0.95,y=-1.33,yaw=6.9)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.960,y=-1.940,yaw=67.500)}"
"navigate to (x=0.40,y=0.91,yaw=39.6)",7269,1,"(x=0.96,y=-1.94,yaw=67.5)",,,"rect,0,[0.543, 0.886],(x=-0.21,y=-0.93,yaw=-86.3)","rect,1,[0.978, 0.387],(x=0.92,y=-1.34,yaw=-2.4)",,"circle,0,[0.305],(x=-0.95,y=-1.33,yaw=6.9)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:4, goal:(x=0.99,y=0.01,yaw=-91.3)}"
"navigate to (x=0.40,y=0.91,yaw=39.6)",7269,2,"(x=0.64,y=-0.17,yaw=69.0)",,,"rect,0,[0.543, 0.886],(x=-0.21,y=-0.93,yaw=-86.3)","rect,1,[0.978, 0.387],(x=0.99,y=0.01,yaw=-91.3)",,"circle,0,[0.305],(x=-0.95,y=-1.33,yaw=6.9)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.40,y=0.91,yaw=39.6)}"
"navigate to (x=0.33,y=0.93,yaw=138.3)",7270,0,"(x=0.03,y=-2.07,yaw=82.1)","circle,0,[0.285],(x=0.95,y=-1.35,yaw=-5.1)",,"rect,0,[0.573, 0.815],(x=0.20,y=-0.90,yaw=94.5)",,"rect,1,[0.915, 0.406],(x=-0.93,y=-1.34,yaw=3.7)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.950,y=-1.960,yaw=84.900)}"
"navigate to (x=0.33,y=0.93,yaw=138.3)",7270,1,"(x=-0.95,y=-1.96,yaw=84.9)","circle,0,[0.285],(x=0.95,y=-1.35,yaw=-5.1)",,"rect,0,[0.573, 0.815],(x=0.20,y=-0.90,yaw=94.5)",,"rect,1,[0.915, 0.406],(x=-0.93,y=-1.34,yaw=3.5)",,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:5, goal:(x=-1.01,y=0.00,yaw=93.4)}"
"navigate to (x=0.33,y=0.93,yaw=138.3)",7270,2,"(x=-0.62,y=-0.19,yaw=83.8)","circle,0,[0.285],(x=0.95,y=-1.35,yaw=-5.1)",,"rect,0,[0.573, 0.815],(x=0.20,y=-0.90,yaw=94.5)",,"rect,1,[0.915, 0.406],(x=-1.01,y=0.00,yaw=93.4)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.33,y=0.93,yaw=138.3)}"
"navigate to (x=0.12,y=0.87,yaw=93.7)",7271,0,"(x=-0.01,y=-2.06,yaw=89.6)",,"rect,0,[0.576, 0.842],(x=-0.18,y=-0.92,yaw=91.6)","rect,1,[0.985, 0.408],(x=0.93,y=-1.33,yaw=179.7)","circle,0,[0.301],(x=-0.97,y=-1.34,yaw=9.0)",,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.990,y=-1.930,yaw=87.800)}"
"navigate to (x=0.12,y=0.87,yaw=93.7)",7271,1,"(x=0.99,y=-1.93,yaw=87.8)",,"rect,0,[0.576, 0.842],(x=-0.18,y=-0.92,yaw=91.6)","rect,1,[0.985, 0.408],(x=0.92,y=-1.32,yaw=180.0)","circle,0,[0.301],(x=-0.97,y=-1.34,yaw=9.0)",,,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:3, goal:(x=1.01,y=0.01,yaw=90.0)}"
"navigate to (x=0.12,y=0.87,yaw=93.7)",7271,2,"(x=0.63,y=-0.17,yaw=89.1)",,"rect,0,[0.576, 0.842],(x=-0.18,y=-0.92,yaw=91.6)","rect,1,[0.985, 0.408],(x=1.01,y=0.01,yaw=90.0)","circle,0,[0.301],(x=-0.97,y=-1.34,yaw=9.0)",,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.12,y=0.87,yaw=93.7)}"
"navigate to (x=0.23,y=1.01,yaw=96.0)",7272,0,"(x=0.00,y=-2.06,yaw=86.0)","circle,0,[0.292],(x=-0.95,y=-1.34,yaw=6.9)","rect,1,[0.965, 0.388],(x=0.93,y=-1.32,yaw=177.4)","rect,0,[0.54, 0.816],(x=-0.20,y=-0.90,yaw=93.2)",,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.980,y=-1.940,yaw=85.200)}"
"navigate to (x=0.23,y=1.01,yaw=96.0)",7272,1,"(x=0.98,y=-1.94,yaw=85.2)","circle,0,[0.292],(x=-0.95,y=-1.34,yaw=6.9)","rect,1,[0.965, 0.388],(x=0.93,y=-1.32,yaw=177.6)","rect,0,[0.54, 0.816],(x=-0.20,y=-0.90,yaw=93.2)",,,,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:2, goal:(x=1.01,y=0.02,yaw=87.7)}"
"navigate to (x=0.23,y=1.01,yaw=96.0)",7272,2,"(x=0.64,y=-0.18,yaw=83.5)","circle,0,[0.292],(x=-0.95,y=-1.34,yaw=6.9)","rect,1,[0.965, 0.388],(x=1.01,y=0.02,yaw=87.7)","rect,0,[0.54, 0.816],(x=-0.20,y=-0.90,yaw=93.2)",,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.23,y=1.01,yaw=96.0)}"
"navigate to (x=0.81,y=0.20,yaw=124.4)",7273,0,"(x=0.02,y=-2.07,yaw=76.5)","rect,1,[0.953, 0.383],(x=-0.93,y=-1.31,yaw=-2.1)",,"rect,0,[0.574, 0.81],(x=0.18,y=-0.92,yaw=-93.5)",,"circle,0,[0.296],(x=0.95,y=-1.34,yaw=-2.3)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.960,y=-1.950,yaw=76.400)}"
"navigate to (x=0.81,y=0.20,yaw=124.4)",7273,1,"(x=-0.96,y=-1.95,yaw=76.4)","rect,1,[0.953, 0.383],(x=-0.93,y=-1.31,yaw=-3.0)",,"rect,0,[0.574, 0.81],(x=0.18,y=-0.92,yaw=-93.5)",,"circle,0,[0.296],(x=0.95,y=-1.34,yaw=-2.3)",,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:1, goal:(x=-1.01,y=0.03,yaw=87.6)}"
"navigate to (x=0.81,y=0.20,yaw=124.4)",7273,2,"(x=-0.62,y=-0.18,yaw=76.1)","rect,1,[0.953, 0.383],(x=-1.01,y=0.03,yaw=87.6)",,"rect,0,[0.574, 0.81],(x=0.18,y=-0.92,yaw=-93.5)",,"circle,0,[0.296],(x=0.95,y=-1.34,yaw=-2.3)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.81,y=0.20,yaw=124.4)}"
"navigate to (x=0.69,y=0.58,yaw=18.0)",7274,0,"(x=0.02,y=-2.06,yaw=79.0)","rect,1,[0.918, 0.384],(x=-0.92,y=-1.31,yaw=-177.0)","rect,0,[0.549, 0.812],(x=0.18,y=-0.91,yaw=-89.6)",,,"circle,0,[0.305],(x=0.95,y=-1.35,yaw=-8.3)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.960,y=-1.940,yaw=79.700)}"
"navigate to (x=0.69,y=0.58,yaw=18.0)",7274,1,"(x=-0.96,y=-1.94,yaw=79.7)","rect,1,[0.918, 0.384],(x=-0.93,y=-1.31,yaw=-177.5)","rect,0,[0.549, 0.812],(x=0.18,y=-0.91,yaw=-89.6)",,,"circle,0,[0.305],(x=0.95,y=-1.35,yaw=-8.3)",,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:1, goal:(x=-1.00,y=0.03,yaw=-87.3)}"
"navigate to (x=0.69,y=0.58,yaw=18.0)",7274,2,"(x=-0.63,y=-0.17,yaw=78.1)","rect,1,[0.918, 0.384],(x=-1.00,y=0.03,yaw=-87.3)","rect,0,[0.549, 0.812],(x=0.18,y=-0.91,yaw=-89.6)",,,"circle,0,[0.305],(x=0.95,y=-1.35,yaw=-8.3)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.69,y=0.58,yaw=18.0)}"
"navigate to (x=0.20,y=-0.79,yaw=-149.7)",7275,0,"(x=0.01,y=2.07,yaw=-71.6)",,"circle,0,[0.256],(x=0.99,y=-0.85,yaw=34.1)",,"circle,0,[0.313],(x=-0.97,y=1.31,yaw=174.8)","rect,1,[0.962, 0.413],(x=0.93,y=1.31,yaw=1.7)","rect,0,[0.547, 0.834],(x=-0.19,y=0.90,yaw=88.6)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.990,y=1.930,yaw=-72.900)}"
"navigate to (x=0.20,y=-0.79,yaw=-149.7)",7275,1,"(x=0.99,y=1.93,yaw=-72.9)",,"circle,0,[0.256],(x=0.99,y=-0.85,yaw=34.1)",,"circle,0,[0.313],(x=-0.97,y=1.31,yaw=174.8)","rect,1,[0.962, 0.413],(x=0.93,y=1.32,yaw=1.5)","rect,0,[0.547, 0.834],(x=-0.19,y=0.90,yaw=88.6)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:5, goal:(x=1.01,y=-0.03,yaw=91.4)}"
"navigate to (x=0.20,y=-0.79,yaw=-149.7)",7275,2,"(x=0.65,y=0.18,yaw=-76.1)",,"circle,0,[0.256],(x=0.99,y=-0.85,yaw=34.1)",,"circle,0,[0.313],(x=-0.97,y=1.31,yaw=174.8)","rect,1,[0.962, 0.413],(x=1.01,y=-0.03,yaw=91.4)","rect,0,[0.547, 0.834],(x=-0.19,y=0.90,yaw=88.6)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.20,y=-0.79,yaw=-149.7)}"
"navigate to (x=0.41,y=0.95,yaw=64.5)",7276,0,"(x=-0.01,y=-2.07,yaw=74.9)","rect,1,[0.937, 0.412],(x=0.94,y=-1.32,yaw=-175.1)","circle,0,[0.286],(x=-0.96,y=-1.31,yaw=-172.6)",,,"rect,0,[0.572, 0.88],(x=-0.18,y=-0.91,yaw=88.1)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.980,y=-1.940,yaw=71.600)}"
"navigate to (x=0.41,y=0.95,yaw=64.5)",7276,1,"(x=0.98,y=-1.94,yaw=71.6)","rect,1,[0.937, 0.412],(x=0.94,y=-1.32,yaw=-174.3)","circle,0,[0.286],(x=-0.96,y=-1.31,yaw=-172.6)",,,"rect,0,[0.572, 0.88],(x=-0.18,y=-0.91,yaw=88.1)",,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:1, goal:(x=1.02,y=0.02,yaw=95.2)}"
"navigate to (x=0.41,y=0.95,yaw=64.5)",7276,2,"(x=0.63,y=-0.17,yaw=73.5)","rect,1,[0.937, 0.412],(x=1.02,y=0.02,yaw=95.2)","circle,0,[0.286],(x=-0.96,y=-1.31,yaw=-172.6)",,,"rect,0,[0.572, 0.88],(x=-0.18,y=-0.91,yaw=88.1)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.41,y=0.95,yaw=64.5)}"
"navigate to (x=0.73,y=1.01,yaw=141.3)",7277,0,"(x=0.01,y=-2.10,yaw=72.0)",,"rect,0,[0.557, 0.886],(x=-0.19,y=-0.92,yaw=88.9)","circle,0,[0.311],(x=-0.98,y=-1.33,yaw=6.2)","rect,1,[0.926, 0.399],(x=0.92,y=-1.31,yaw=-1.6)",,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.970,y=-1.980,yaw=73.000)}"
"navigate to (x=0.73,y=1.01,yaw=141.3)",7277,1,"(x=0.97,y=-1.98,yaw=73.0)",,"rect,0,[0.557, 0.886],(x=-0.19,y=-0.92,yaw=88.9)","circle,0,[0.311],(x=-0.98,y=-1.33,yaw=6.2)","rect,1,[0.926, 0.399],(x=0.92,y=-1.30,yaw=-0.9)",,,,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:4, goal:(x=1.00,y=0.03,yaw=-91.3)}"
"navigate to (x=0.73,y=1.01,yaw=141.3)",7277,2,"(x=0.64,y=-0.21,yaw=71.9)",,"rect,0,[0.557, 0.886],(x=-0.19,y=-0.92,yaw=88.9)","circle,0,[0.311],(x=-0.98,y=-1.33,yaw=6.2)","rect,1,[0.926, 0.399],(x=1.00,y=0.03,yaw=-91.3)",,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.73,y=1.01,yaw=141.3)}"
"navigate to (x=-0.34,y=-1.09,yaw=-143.8)",7278,0,"(x=-0.02,y=2.08,yaw=-108.9)",,"circle,0,[0.312],(x=-0.98,y=1.35,yaw=-4.2)",,"rect,0,[0.533, 0.813],(x=-0.19,y=0.94,yaw=90.8)",,"rect,1,[0.938, 0.386],(x=0.93,y=1.30,yaw=178.6)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.970,y=1.960,yaw=-110.400)}"
"navigate to (x=-0.34,y=-1.09,yaw=-143.8)",7278,1,"(x=0.97,y=1.96,yaw=-110.4)",,"circle,0,[0.312],(x=-0.98,y=1.35,yaw=-4.2)",,"rect,0,[0.533, 0.813],(x=-0.19,y=0.94,yaw=90.8)",,"rect,1,[0.938, 0.386],(x=0.93,y=1.31,yaw=178.6)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:6, goal:(x=1.01,y=-0.04,yaw=-91.7)}"
"navigate to (x=-0.34,y=-1.09,yaw=-143.8)",7278,2,"(x=0.63,y=0.19,yaw=-105.4)",,"circle,0,[0.312],(x=-0.98,y=1.35,yaw=-4.2)",,"rect,0,[0.533, 0.813],(x=-0.19,y=0.94,yaw=90.8)",,"rect,1,[0.938, 0.386],(x=1.01,y=-0.04,yaw=-91.7)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.34,y=-1.09,yaw=-143.8)}"
"navigate to (x=-0.40,y=-0.92,yaw=-21.5)",7279,0,"(x=-0.93,y=2.02,yaw=-107.8)","circle,0,[0.216],(x=1.03,y=-0.41,yaw=129.1)","rect,0,[0.573, 0.85],(x=0.21,y=0.91,yaw=89.5)",,"circle,0,[0.289],(x=0.96,y=1.33,yaw=2.3)",,"rect,1,[0.912, 0.401],(x=-0.91,y=1.12,yaw=-178.5)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:6, goal:(x=-1.00,y=-0.02,yaw=95.1)}"
"navigate to (x=-0.40,y=-0.92,yaw=-21.5)",7279,1,"(x=-0.64,y=0.17,yaw=-103.4)","circle,0,[0.216],(x=1.03,y=-0.41,yaw=129.1)","rect,0,[0.573, 0.85],(x=0.21,y=0.91,yaw=89.5)",,"circle,0,[0.289],(x=0.96,y=1.33,yaw=2.3)",,"rect,1,[0.912, 0.401],(x=-1.00,y=-0.02,yaw=95.1)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.40,y=-0.92,yaw=-21.5)}"
"navigate to (x=0.76,y=0.51,yaw=-6.7)",7280,0,"(x=-0.93,y=-2.03,yaw=80.9)","rect,1,[0.903, 0.403],(x=-0.92,y=-1.14,yaw=2.2)",,,,"rect,0,[0.795, 0.576],(x=0.35,y=-0.98,yaw=-19.1)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.76,y=0.51,yaw=-6.7)}"
"navigate to (x=0.83,y=0.11,yaw=-165.3)",7281,0,"(x=-0.91,y=-2.04,yaw=82.8)",,"rect,1,[0.987, 0.386],(x=-0.92,y=-1.16,yaw=-173.7)",,,"rect,0,[0.57, 0.872],(x=0.18,y=-0.93,yaw=87.9)","circle,0,[0.302],(x=0.97,y=-1.33,yaw=-6.1)",,,,,,,,,,,,,,,"{skill:manipulate_to, object_id:2, goal:(x=-1.01,y=-0.02,yaw=-86.6)}"
